,property_name,society,property_type,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others,super_built_up_area,built_up_area,carpet_area
2256,3 BHK Flat in Sector 107 Gurgaon,signature global solera,flats,0.52,8062.0,645.0,3,2,2,5.0,east,relative new,16,15,0,0,0,0,1,,,645
2257,1 BHK Flat in Sector 49 Gurgaon,satya element one,flats,0.87,19333.0,450.0,1,1,1,2.0,na,relative new,47,22,0,0,0,0,0,,,450
2258,4 BHK Flat in Sector 56 Gurgaon,the lions cghs,flats,1.99,11055.0,1800.0,4,4,3,4.0,east,old property,36,105,0,0,0,1,1,2400,2000,1800
2259,2 BHK Flat in Sector 99A Gurgaon,conscient habitat,flats,0.35,6422.0,545.0,2,2,1,3.0,north-east,relative new,28,62,0,0,0,0,0,,,545
2260,3 BHK Flat in Sector 56 Gurgaon,sukhshanti apartment,flats,1.7,7727.0,2200.0,3,3,3,4.0,south,relative new,0,49,1,0,0,0,0,,2200,1610
2261,2 BHK Flat in Sector 10A Gurgaon,maxworth city residences,flats,0.9,7083.0,1271.0,2,2,3,9.0,east,new property,0,52,0,0,0,0,1,1200,,
2262,3 BHK Flat in Sector 48 Gurgaon,central park resorts,flats,3.65,15240.0,2395.0,3,3,3,9.0,north-west,relative new,67,157,0,0,0,0,1,1870,1869,
2263,3 BHK Flat in Ashok Vihar Phase 2,om appartments,flats,0.4,4444.0,900.0,3,2,1,3.0,na,relative new,0,7,0,0,0,0,0,,,900
2264,3 BHK Flat in Sector 103 Gurgaon,chintamani,flats,1.57,8509.0,1845.0,3,3,3,1.0,north-east,Undefined,4,0,0,0,0,0,0,,1845,1350
2265,5 Bedroom House for sale in Sector 28 Gurgaon,suncity essel towers,houses,8.95,17900.0,5000.0,5,6,3,4.0,Na,relative new,0,0,0,0,0,0,0,,,
2266,4 Bedroom House for sale in Sector 112 Gurgaon,experion windchants,houses,7.99,12519.0,6382.0,4,6,3,2.0,South-East,new property,82,129,0,1,1,1,0,,6382,
2267,3 BHK Flat in Chakkarpur,sahara grace,flats,4.3,12420.0,3462.0,3,4,3,5.0,na,old property,45,24,0,1,1,0,0,3462,,
2268,3 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,2.12,16960.0,1250.0,3,3,3,9.0,na,relative new,20,72,0,0,0,0,0,,1852,1250
2269,3 BHK Flat in Sector 65 Gurgaon,m3m golfestate,flats,7.0,18181.0,3850.0,3,3,2,12.0,north,relative new,9,60,0,0,1,0,0,,,3850
2270,4 Bedroom House for sale in Sector 48 Gurgaon,eldeco mansionz,houses,6.0,22222.0,2700.0,4,4,3,2.0,East,relative new,39,69,0,1,0,0,0,,,
2271,2 Bedroom House for sale in Sohna Road,independent,houses,0.49,4260.0,1150.0,2,2,1,3.0,Na,new property,0,0,0,0,0,0,0,,,
2272,3 BHK Flat in Sector 108 Gurgaon,experion the heartsong,flats,1.2,6825.0,1758.0,3,2,3,11.0,north-east,relative new,41,174,0,1,0,1,0,1758,1550,1400
2273,2 BHK Flat in Sector 68 Gurgaon,pareena mi casa,flats,1.1,8835.0,1245.0,2,2,3,11.0,north,new property,0,95,0,0,0,0,0,1245,,
2274,3 BHK Flat in Sector 37D Gurgaon,ramprastha the edge towers,flats,1.0,5649.0,1770.0,3,3,3,13.0,na,relative new,0,38,0,0,0,0,0,1770,,
2275,6 Bedroom House for sale in Shivaji Nagar,shivaji nagar residential,houses,3.08,11407.0,2700.0,6,4,2,1.0,Na,Undefined,4,0,0,0,0,0,0,,2700,
2276,2 BHK Flat in Sector 78 Gurgaon,,flats,0.6,3692.0,1625.0,2,2,0,,na,under construction,0,0,0,0,0,0,0,,1625,
2277,3 BHK Flat in Sector 82 Gurgaon,mapsko royale ville,flats,1.15,6424.0,1790.0,3,4,2,15.0,north-east,relative new,43,104,0,1,0,1,0,1790,,
2278,4 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.95,7150.0,2727.0,4,4,3,24.0,north-east,relative new,5,174,0,1,1,0,0,2727,,2200
2279,5 BHK Flat in Sector 106 Gurgaon,elan the presidential,flats,6.3,15384.0,4095.0,5,6,3,10.0,north-east,Under Construction,75,62,0,0,0,0,0,4095,,3500
2280,4 Bedroom House for sale in Sector 6 Gurgaon,surendra homes dayaindependentd colony,houses,0.75,15625.0,480.0,4,4,2,1.0,Na,Undefined,4,0,0,0,0,0,0,,480,
2281,3 BHK Flat in Sector 99A Gurgaon,pareena coban residences,flats,1.13,5658.0,1997.0,3,5,3,5.0,east,relative new,2,49,0,1,0,0,1,1997,1790,1500
2282,3 BHK Flat in Sector 83 Gurgaon,vatika lifestyle homes,flats,1.05,7500.0,1400.0,3,2,2,1.0,south-west,relative new,24,106,0,0,0,0,0,1755,1600,1400
2283,3 BHK Flat in Sector 85 Gurgaon,orris aster court,flats,0.93,5671.0,1640.0,3,3,3,8.0,na,relative new,1,0,0,0,0,0,0,,1587,1250
2284,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.9,9452.0,2010.0,4,4,2,6.0,west,relative new,0,174,0,0,1,0,0,2010,,1500
2285,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.43,8886.0,1609.0,3,3,2,1.0,north-west,relative new,0,86,0,0,0,1,0,1608,,
2286,1 BHK Flat in Sector 111 Gurgaon,lotus homz,flats,0.5,14838.0,337.0,1,1,1,2.0,na,relative new,66,72,0,0,0,0,0,,,336
2287,3 BHK Flat in Sector 60 Gurgaon,ireo skyon,flats,3.05,12788.0,2385.0,3,3,3,9.0,south-east,relative new,83,165,0,1,0,0,0,2385,2300,2200
2288,3 BHK Flat in Sector 56 Gurgaon,sukhshanti apartment,flats,1.7,7727.0,2200.0,3,3,3,4.0,south,relative new,0,49,1,0,0,0,0,,2200,1610
2289,8 Bedroom House for sale in Laxman Vihar,independent,houses,1.1,6111.0,1800.0,8,4,3,2.0,West,old property,0,7,0,0,0,0,0,,,
2290,3 BHK Flat in Sector 1 Imt Manesar,hsiidc sidco shivalik apartments,flats,0.73,3560.0,2051.0,3,3,3,2.0,south,relative new,0,80,0,1,0,0,0,2050,,1400
2291,5 Bedroom House for sale in Sector 57 Gurgaon,independent,houses,3.15,20349.0,1548.0,5,4,3,2.0,North-East,relative new,44,60,0,0,1,0,0,,,
2292,3 BHK Flat in DLF Phase 4,dlf ridgewood estate,flats,2.0,14598.0,1370.0,3,3,1,12.0,north-east,old property,53,96,0,0,0,0,0,1370,,
2293,3 BHK Flat in Sector 95 Gurgaon,siddhartha apartment,flats,0.72,3664.0,1965.0,3,3,2,4.0,east,relative new,2,21,0,0,0,0,1,1965,1800,1600
2294,4 BHK Flat in Sector 77 Gurgaon,emaar mgf palm hills,flats,1.55,7948.0,1950.0,4,4,3,2.0,north-east,relative new,55,49,1,1,0,0,0,1950,1800,1702
2295,3 Bedroom House for sale in Sector 23A Gurgaon,independent,houses,5.1,16569.0,3078.0,3,2,0,1.0,East,old property,7,27,0,0,0,0,1,,125,100
2296,3 BHK Flat in Sector 66 Gurgaon,emaar mgf the palm drive,flats,3.2,17777.0,1800.0,3,3,3,12.0,south-west,relative new,36,117,1,1,1,1,0,2200,,1800
2297,3 BHK Flat in Sector 80 Gurgaon,godrej frontier,flats,1.1,5705.0,1928.0,3,3,3,8.0,north-west,relative new,0,111,0,1,0,0,0,1928,1580,1391
2298,3 BHK Flat in Sector 93 Gurgaon,spaze privvy the address,flats,1.45,8033.0,1805.0,3,4,2,12.0,north-east,relative new,201,96,0,0,0,0,0,1805,1350,1100
2299,5 BHK Flat in Sector 82A Gurgaon,dlf the primus,flats,3.5,13430.0,2606.0,5,5,3,14.0,north-east,relative new,130,49,1,0,0,0,0,,,2606
2300,2 BHK Flat in Sector 85 Gurgaon,godrej air,flats,1.3,14541.0,894.0,2,2,3,30.0,na,Under Construction,0,111,0,0,0,0,0,1400,,894
2301,3 BHK Flat in Sector 95 Gurgaon,sidhartha ncr one phase,flats,0.9,4500.0,2000.0,3,3,1,15.0,na,relative new,4,60,0,0,0,0,0,,2000,
2302,3 BHK Flat in Sector 86 Gurgaon,dlf new town heights,flats,1.3,6735.0,1930.0,3,3,3,12.0,west,relative new,0,106,0,1,0,1,0,1930,,
2303,2 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.12,7146.0,1567.0,2,2,3,6.0,north-east,relative new,0,49,1,0,0,0,0,1572,1325,1200
2304,4 BHK Flat in Sector 72 Gurgaon,spaze privy,flats,3.1,6692.0,4632.0,4,5,3,8.0,south,relative new,38,136,1,1,1,1,0,4632,,2300
2305,4 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.55,7074.0,2191.0,4,3,3,19.0,north-east,relative new,74,131,0,0,0,0,1,2191,2100,1800
2306,3 BHK Flat in Sector 104 Gurgaon,puri emerald bay,flats,2.65,15007.0,1766.0,3,4,3,15.0,north-east,relative new,68,174,0,1,0,0,0,2450,,1765
2307,3 BHK Flat in Sector 92 Gurgaon,raheja sampada,flats,0.7,4453.0,1572.0,3,3,0,7.0,na,Undefined,0,0,0,0,0,0,0,,1572,
2308,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.04,5973.0,1741.0,2,3,3,4.0,west,relative new,10,113,0,0,1,0,0,1741,,
2309,12 Bedroom House for sale in DLF Phase 2,dlf city plots phase 2,houses,10.0,400000.0,250.0,12,12,3,4.0,North,relative new,290,114,1,1,0,0,0,,,
2310,4 BHK Flat in Sector 67 Gurgaon,ireo victory valley,flats,4.5,14097.0,3192.0,4,4,3,0.0,north,relative new,38,42,0,1,0,1,0,3192,3160,3000
2311,5 Bedroom House for sale in Sector 31 Gurgaon,independent,houses,4.25,26235.0,1620.0,5,5,3,3.0,North-East,relative new,72,56,0,0,1,1,0,,200,180
2312,5 Bedroom House for sale in Sector 11 Gurgaon,independent,houses,4.0,19753.0,2025.0,5,4,1,2.0,North-East,Undefined,4,0,0,0,0,0,0,,225,180
2313,3 BHK Flat in Sohna,signature global park,flats,0.78,6446.0,1210.0,3,3,3,3.0,south-west,relative new,0,150,0,0,0,1,0,,,1210
2314,3 BHK Flat in Sector 89 A Gurgaon,ats marigold,flats,1.85,8604.0,2150.0,3,3,3,12.0,south-west,new property,0,37,0,1,0,0,0,2150,,
2315,2 Bedroom House for sale in Ravi Nagar,independent,houses,0.35,9722.0,360.0,2,2,1,2.0,South-East,old property,0,0,0,0,0,0,0,,,
2316,2 BHK Flat in Sector 36A Gurgaon,avl 36 gurgaon,flats,0.75,7500.0,1000.0,2,2,2,5.0,north-east,relative new,26,26,0,0,0,0,0,1000,,727
2317,3 BHK Flat in Sector 70A Gurgaon,aipl zen residences,flats,1.75,10257.0,1706.0,3,4,3,20.0,north-east,relative new,88,49,0,0,0,0,1,,1706,1050
2318,7 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 2,houses,9.5,26389.0,3600.0,7,6,3,3.0,West,relative new,0,138,1,1,0,1,0,,,
2319,3 Bedroom House for sale in Sector 7 Gurgaon,independent,houses,3.1,13778.0,2250.0,3,3,2,2.0,North-West,old property,42,22,0,0,0,0,0,,,
2320,4 BHK Flat in Sector 103 Gurgaon,indiabulls centrum park,flats,2.36,9182.0,2570.0,4,6,3,8.0,east,relative new,54,159,0,1,0,0,0,2875,,2570
2321,2 BHK Flat in Sohna,signature global park,flats,0.54,7248.0,745.0,2,1,3,1.0,na,new property,0,65,0,0,0,0,0,,,745
2322,3 BHK Flat in Sector 86 Gurgaon,dlf the skycourt,flats,1.55,8031.0,1930.0,3,3,1,12.0,north-east,relative new,65,153,0,0,0,1,0,1930,1900,1350
2323,3 Bedroom House for sale in Bissar,silverglades tarudhan valley golf resort,houses,3.6,14815.0,2430.0,3,3,2,2.0,Na,relative new,119,160,1,1,0,1,1,,,
2324,2 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.29,8206.0,1572.0,2,2,3,4.0,na,new property,0,0,0,0,0,0,0,1572,,
2325,4 Bedroom House for sale in Nirvana Country,unitech deerwood chase,houses,15.0,33333.0,4500.0,4,4,2,2.0,West,relative new,13,160,0,1,0,0,0,,,
2326,3 BHK Flat in Sector 102 Gurgaon,emaar gurgaon greens,flats,1.45,14179.0,1023.0,3,3,3,10.0,north-east,relative new,0,165,0,1,0,0,0,1650,,1022
2327,4 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.95,14444.0,1350.0,4,3,3,7.0,na,Under Construction,11,0,0,0,0,0,0,2191,1650,1350
2328,3 BHK Flat in Sector 74 Gurgaon,m3m skywalk,flats,2.45,12140.0,2018.0,3,3,3,25.0,south-west,relative new,0,137,1,0,0,0,0,2018,1800,1614
2329,5 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 2,houses,6.25,10035.0,6228.0,5,7,3,3.0,North-East,relative new,0,147,1,1,1,1,0,,,
2330,2 BHK Flat in Sector 37D Gurgaon,signature global the millennia,flats,0.55,9166.0,600.0,2,2,3,3.0,na,new property,0,71,0,0,0,0,0,850,610,600
2331,3 BHK Flat in Sector 79 Gurgaon,mapsko mount ville,flats,1.25,8389.0,1490.0,3,3,3,22.0,south-west,relative new,31,160,1,0,0,1,0,1490,,863
2332,2 BHK Flat in Sohna,breez global hill view,flats,0.3,5124.0,585.0,2,2,1,11.0,north,new property,0,91,0,0,0,0,0,,,585
2333,3 BHK Flat in New Colony,"new colony, gurgaon",flats,0.8,8100.0,988.0,3,2,1,4.0,north-east,relative new,61,69,0,0,0,0,0,,,990
2334,3 BHK Flat in Sector 65 Gurgaon,m3m skycity,flats,2.8,15317.0,1828.0,3,3,0,14.0,na,Undefined,1,0,0,0,0,0,0,,1828,
2335,3 BHK Flat in Nirvana Country,unitech fresco,flats,1.82,9912.0,1836.0,3,3,3,14.0,east,relative new,83,174,0,0,0,0,1,1836,1830,1500
2336,3 BHK Flat in Sector 78 Gurgaon,umang monsoon breeze,flats,0.88,4746.0,1854.0,3,4,3,8.0,north-west,relative new,13,111,0,1,0,1,0,1854,1668,1501
2337,2 BHK Flat in Sector 37C Gurgaon,apex our homes,flats,0.38,4108.0,925.0,2,2,1,9.0,na,relative new,10,65,0,0,0,0,0,,925,800
2338,6 Bedroom House for sale in Sector 22 Gurgaon,saksham welfare association,houses,4.7,19847.0,2368.0,6,6,3,2.0,West,old property,17,106,0,0,1,1,0,,170,160
2339,2 BHK Flat in Sector 70 Gurgaon,shree vardhman victoria,flats,1.1,8461.0,1300.0,2,2,2,8.0,north-east,relative new,11,101,0,0,0,0,0,,,1300
2340,2 BHK Flat in Sector-33 Sohna,godrej nature plus,flats,1.25,9025.0,1385.0,2,2,3,15.0,na,under construction,0,44,0,0,0,0,0,,,1385
2341,3 BHK Flat in Sector 88A Gurgaon,godrej oasis,flats,1.5,8108.0,1850.0,3,3,2,3.0,na,relative new,15,47,0,0,0,0,0,,,1850
2342,3 BHK Flat in Sector 53 Gurgaon,tulip monsella,flats,6.02,20816.0,2892.0,3,3,3,29.0,na,Under Construction,1,0,0,0,0,0,0,,2892,
2343,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.09,6666.0,1635.0,2,2,3,9.0,south-west,relative new,23,174,0,0,1,0,0,1640,1638,1635
2344,2 BHK Flat in Sector 79 Gurgaon,godrej aria,flats,0.96,13296.0,722.0,2,2,3,8.0,north-east,relative new,0,49,0,0,0,0,0,1351,,722
2345,5 Bedroom House for sale in Khandsa,independent,houses,0.45,10089.0,446.0,5,3,2,3.0,Na,old property,1,0,0,0,0,0,0,,,
2346,2 BHK Flat in Sector 104 Gurgaon,hero homes,flats,1.2,17548.0,684.0,2,2,2,22.0,na,Under Construction,8,30,0,0,0,0,0,1099,,683
2347,3 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.28,8504.0,1505.0,3,3,3,7.0,north-east,relative new,0,158,0,0,0,0,0,1505,,
2348,5 Bedroom House for sale in Sector 33 Gurgaon,unitech uniworld resorts,houses,,,,5,7,3,3.0,South-East,relative new,0,87,0,1,0,0,0,,,
2349,3 BHK Flat in Sector 79 Gurgaon,bestech altura,flats,1.85,8604.0,2150.0,3,4,3,11.0,north,new property,30,49,0,1,0,0,0,2150,,
2350,6 Bedroom House for sale in Sector 67 Gurgaon,ireo victory valley,houses,8.0,22222.0,3600.0,6,7,3,3.0,North-East,relative new,108,151,1,1,1,1,0,,,
2351,3 BHK Flat in Sector 113 Gurgaon,la vida by tata housing,flats,2.85,12855.0,2217.0,3,3,3,10.0,east,new property,0,72,0,1,0,0,0,2217,,
2352,1 BHK Flat in Palam Vihar,palam vihar society,flats,0.4,8602.0,465.0,1,1,1,5.0,north,relative new,47,39,0,0,0,0,0,465,450,425
2353,2 BHK Flat in Sector 82 Gurgaon,vatika the seven lamps,flats,0.85,6538.0,1300.0,2,2,2,0.0,east,relative new,15,49,0,0,0,0,0,1300,,
2354,3 BHK Flat in Sector 102 Gurgaon,conscient heritage max,flats,1.82,9371.0,1942.0,3,4,3,15.0,east,relative new,30,125,0,1,0,0,0,1942,,
2355,3 BHK Flat in Sector 82A Gurgaon,vatika inxt floors,flats,1.25,8333.0,1500.0,3,2,3,2.0,north,relative new,33,94,1,0,0,1,0,,,1500
2356,4 Bedroom House for sale in Sector 92 Gurgaon,independent,houses,1.8,7627.0,2360.0,4,5,0,13.0,Na,Undefined,1,0,0,0,0,0,0,,2360,
2357,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.7,8432.0,2016.0,4,4,2,10.0,south,new property,0,125,0,0,0,0,0,2010,,
2358,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.44,9125.0,1578.0,3,3,2,1.0,south,relative new,0,174,0,0,0,1,0,1578,,1200
2359,3 Bedroom House for sale in Sector 12A Gurgaon,independent,houses,1.7,9444.0,1800.0,3,3,0,1.0,Na,Undefined,1,0,0,0,0,0,0,,200,180
2360,3 Bedroom House for sale in Sushant Lok Phase 1,independent,houses,1.9,35185.0,540.0,3,3,3,3.0,Na,old property,80,0,0,0,0,0,0,,60,
2361,4 Bedroom House for sale in Sector 70A Gurgaon,bptp visionnaire,houses,4.0,6666.0,6001.0,4,4,3,2.0,North-East,relative new,0,154,0,1,0,0,0,,,
2362,4 BHK Flat in Sector 24 Gurgaon,ambience caitriona,flats,14.0,200000.0,700.0,4,5,3,3.0,east,Undefined,1,0,0,0,0,0,0,,700,
2363,2 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,0.95,10383.0,915.0,2,2,2,14.0,north-west,Undefined,1,0,0,0,0,0,0,,915,858
2364,4 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,2.15,7645.0,2812.0,4,5,3,1.0,south,relative new,0,165,0,1,0,0,0,2812,,
2365,4 Bedroom House for sale in Sector 70A Gurgaon,bptp visionnaire,houses,4.6,17624.0,2610.0,4,4,3,3.0,North,relative new,40,96,1,1,1,1,0,,,
2366,3 BHK Flat in Sector 49 Gurgaon,vatika city,flats,2.65,11770.0,2251.0,3,4,3,11.0,east,relative new,122,140,0,1,0,1,0,2251,1750,
2367,1 BHK Flat in Sector 56 Gurgaon,kendriya vihar,flats,0.65,8609.0,755.0,1,1,1,0.0,na,relative new,0,143,0,0,0,0,0,,,755
2368,6 Bedroom House for sale in DLF Phase 4,dlf city plots phase 4,houses,9.54,29444.0,3240.0,6,5,3,3.0,North,new property,10,153,1,1,1,1,0,,,
2369,3 BHK Flat in Nirvana Country,unitech fresco,flats,1.88,10479.0,1794.0,3,3,3,14.0,north,relative new,82,174,0,0,0,0,1,1794,1790,1450
2370,1 Bedroom House for sale in Gurgaon Faridabad Road,independent,houses,0.35,3500.0,1000.0,1,4,1,1.0,Na,relative new,0,0,0,0,0,0,0,,,
2371,2 BHK Flat in Sector 93 Gurgaon,signature global orchard avenue,flats,0.36,6715.0,536.0,2,2,2,6.0,north,relative new,0,16,0,0,0,0,0,,,543
2372,9 Bedroom House for sale in Jacobpura,independent,houses,6.0,315789.0,190.0,9,6,2,2.0,North-East,old property,1,0,0,0,0,0,0,,,1600
2373,2 BHK Flat in Sector 71 Gurgaon,signature andour heights,flats,0.6,10000.0,600.0,2,2,1,5.0,south-west,relative new,0,59,0,0,0,1,0,600,,514
2374,3 BHK Flat in Sector 102 Gurgaon,emaar gurgaon greens,flats,1.45,8787.0,1650.0,3,3,2,7.0,south-west,relative new,44,169,0,1,0,0,0,1650,,
2375,3 BHK Flat in Sector 79 Gurgaon,godrej aria,flats,1.7,7426.0,2289.0,3,4,3,6.0,east,new property,0,81,0,1,0,0,0,2289,,1121
2376,3 BHK Flat in Sector 89 Gurgaon,m3m soulitude,flats,1.3,8700.0,1494.0,3,3,2,1.0,na,new property,0,45,0,0,0,0,1,1500,,900
2377,2 BHK Flat in Sector 92 Gurgaon,gls avenue 51,flats,0.42,7106.0,591.0,2,2,1,4.0,east,relative new,12,42,1,0,0,1,0,,,591
2378,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 1,houses,6.0,24691.0,2430.0,4,5,3,2.0,North,relative new,56,96,0,1,0,0,0,,,
2379,6 Bedroom House for sale in DLF Phase 2,independent,houses,16.0,26667.0,6000.0,6,5,2,3.0,East,relative new,1,0,0,0,0,0,0,,6000,
2380,12 Bedroom House for sale in Laxmi Garden,laxmi garden sector-11,houses,1.5,12820.0,1170.0,12,9,1,3.0,East,relative new,49,106,1,1,0,1,1,,,
2381,3 BHK Flat in Sector 109 Gurgaon,ats kocoon,flats,1.68,9627.0,1745.0,3,3,3,8.0,north-east,relative new,0,142,0,0,0,0,0,1745,,
2382,2 BHK Flat in Sohna,eldeco accolade,flats,0.73,5775.0,1264.0,2,2,3,5.0,west,relative new,0,33,0,0,0,1,0,1264,,730
2383,4 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,2.7,7754.0,3482.0,4,4,3,23.0,na,new property,0,21,0,0,0,0,0,3482,,
2384,4 BHK Flat in Sector 52 Gurgaon,friends apartment,flats,2.0,8510.0,2350.0,4,3,3,5.0,north,relative new,80,111,0,1,0,0,0,2350,,1850
2385,3 BHK Flat in Sector-33 Sohna,godrej nature plus,flats,1.35,8670.0,1557.0,3,2,3,17.0,na,new property,0,38,0,0,0,0,0,1557,,
2386,2 BHK Flat in Sector 67A Gurgaon,pyramid urban,flats,0.62,11854.0,523.0,2,2,2,2.0,south,relative new,4,64,0,0,0,0,0,,,523
2387,3 BHK Flat in Sector 89 Gurgaon,smart world gems,flats,1.16,8151.0,1423.0,3,3,2,3.0,south-east,Under Construction,0,68,1,0,0,0,0,,,1423
2388,3 BHK Flat in Sector-33 Sohna,godrej nature plus,flats,1.7,12592.0,1350.0,3,3,3,6.0,na,new property,0,38,0,1,0,0,0,,,1350
2389,3 BHK Flat in Sector 83 Gurgaon,vatika city homes,flats,1.0,5747.0,1740.0,3,3,2,2.0,south-east,relative new,29,174,0,0,1,0,0,1740,,
2390,9 Bedroom House for sale in Sector 40 Gurgaon,independent,houses,5.0,21124.0,2367.0,9,9,3,3.0,North-West,relative new,179,83,0,1,1,0,0,,,
2391,2 BHK Flat in Sector 107 Gurgaon,signature global solera,flats,0.28,5725.0,489.0,2,2,2,10.0,south,relative new,0,38,0,0,0,0,0,,,489
2392,1 BHK Flat in Sector 95 Gurgaon,rof ananda,flats,0.2,5463.0,366.0,1,1,1,10.0,west,relative new,0,82,0,0,0,0,0,,,366
2393,4 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.8,7223.0,2492.0,4,4,3,7.0,south-west,relative new,30,38,0,0,0,0,0,2215,,
2394,4 BHK Flat in Sector 82 Gurgaon,mapsko casa bella,flats,1.38,5443.0,2535.0,4,5,3,20.0,south-west,relative new,0,79,0,1,0,0,0,2535,,
2395,4 Bedroom House for sale in Sector 17B Gurgaon,independent,houses,8.5,18814.0,4518.0,4,4,2,2.0,West,old property,43,21,1,1,0,1,0,,500,400
2396,4 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,0.92,4854.0,1895.0,4,5,3,14.0,north-east,relative new,68,131,0,0,0,0,0,,1895,1600
2397,2 BHK Flat in Sohna,gls arawali homes,flats,0.28,5982.0,468.0,2,2,2,3.0,na,relative new,18,42,0,0,0,0,0,,,468
2398,3 BHK Flat in Sector 67 Gurgaon,bestech park view spa next,flats,2.32,11989.0,1935.0,3,4,3,14.0,north-east,relative new,42,59,0,1,0,0,0,1935,,1600
2399,4 Bedroom House for sale in Laxman Vihar,not applicable,houses,0.51,14167.0,360.0,4,4,3,4.0,Na,new property,0,0,0,0,0,0,0,,,
2400,3 BHK Flat in Sector 63 Gurgaon,dhoot time residency,flats,3.0,18271.0,1642.0,3,3,3,14.0,na,relative new,57,0,0,1,0,0,0,,1642,1500
2401,2 BHK Flat in Sector 103 Gurgaon,signature global grand iva,flats,0.5,6250.0,800.0,2,2,2,10.0,na,relative new,8,8,0,0,0,0,0,800,,605
2402,3 BHK Flat in Sector 104 Gurgaon,godrej summit,flats,1.16,6387.0,1816.0,3,4,3,8.0,east,relative new,49,96,0,1,0,0,0,,,1816
2403,2 BHK Flat in Sector 86 Gurgaon,pyramid urban homes 2,flats,0.42,8483.0,495.0,2,2,1,2.0,north-east,new property,0,84,1,1,0,1,1,,,501
2404,3 BHK Flat in Sector 48 Gurgaon,central park 2 bellevue,flats,5.0,11627.0,4300.0,3,4,3,14.0,north-east,relative new,6,82,0,0,0,0,0,,,4300
2405,5 BHK Flat in Sector 39 Gurgaon,kw royal court,flats,2.0,6250.0,3200.0,5,4,3,9.0,east,old property,145,49,0,1,0,0,0,,,3200
2406,3 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,0.7,5556.0,1260.0,3,3,2,14.0,na,under construction,0,38,0,0,0,0,0,,140,
2407,3 BHK Flat in Sector 53 Gurgaon,vipul belmonte,flats,6.5,21922.0,2965.0,3,4,3,0.0,na,old property,4,72,1,0,0,0,1,2965,,
2408,3 Bedroom House for sale in Sector 49 Gurgaon,eros rosewood city,houses,4.05,20769.0,1950.0,3,3,3,2.0,East,relative new,31,46,0,1,1,0,0,,2000,1950
2409,3 BHK Flat in Sector 83 Gurgaon,vatika gurgaon,flats,1.12,6455.0,1735.0,3,3,2,4.0,south-east,relative new,30,165,1,1,1,1,0,1735,1200,1126
2410,7 Bedroom House for sale in Sector 11 Gurgaon,independent,houses,1.2,4444.0,2700.0,7,3,0,3.0,Na,Undefined,0,0,0,0,0,0,0,,300,
2411,2 BHK Flat in Sector 95A Gurgaon,signature signum 95a,flats,0.4,7782.0,514.0,2,2,2,3.0,east,new property,24,44,0,0,0,0,0,,,514
2412,5 BHK Flat in Sector 82A Gurgaon,vatika sovereign next,flats,3.85,7500.0,5133.0,5,6,3,6.0,na,new property,55,148,0,1,0,1,0,,,5140
2413,1 BHK Flat in Sector 109 Gurgaon,conscient one,flats,1.7,17617.0,965.0,1,1,2,9.0,na,Undefined,4,0,0,0,0,0,0,,965,628
2414,3 Bedroom House for sale in DLF Phase 1,independent,houses,6.75,27778.0,2430.0,3,3,3,2.0,North-East,relative new,0,27,0,0,0,0,0,,,
2415,2 Bedroom House for sale in Laxman Vihar Phase 2,independent,houses,4.12,8889.0,4635.0,2,1,3,,Na,relative new,0,0,0,0,0,0,0,,,
2416,2 BHK Flat in Sector 86 Gurgaon,microtek greenburg,flats,1.3,8756.0,1485.0,2,2,3,10.0,na,relative new,0,38,1,0,0,0,0,1480,,
2417,2 Bedroom House for sale in Sohna,independent,houses,1.55,14720.0,1053.0,2,3,2,1.0,North,new property,119,49,1,0,0,1,0,,,
2418,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.2,7317.0,1640.0,2,2,3,6.0,north,relative new,60,174,0,0,0,0,0,1640,1300,1000
