society,property_type,sector,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others
smart world gems,flats,sector 89,0.86,7796.0,1103.0,2.0,3.0,2.0,4.0,north-east,new property,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
gls arawali homes,flats,sohna road,0.35,6076.0,576.0,2.0,2.0,2.0,12.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
railway officers rpf society,flats,sector 9a,1.3,5039.0,2580.0,4.0,4.0,3.0,9.0,east,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.01,7394.0,1366.0,2.0,2.0,3.0,11.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
paras dews,flats,sector 106,1.25,11061.0,1130.0,3.0,4.0,3.0,7.0,south-east,relative new,unfurnished,high,1.0,1.0,0.0,0.0,0.0
la vida by tata housing,flats,sector 113,2.33,12533.0,1859.0,3.0,3.0,3.0,3.0,north,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
sare crescent parc royal greens phase 1,flats,sector 92,0.75,4325.0,1734.0,4.0,4.0,3.0,3.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
millenia,flats,sector 37c,0.4,6666.0,600.0,2.0,2.0,2.0,4.0,east,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 7,1.16,11717.0,990.0,5.0,4.0,2.0,1.0,North-East,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sneh vihar,houses,sohna road road,1.35,10000.0,1350.0,5.0,5.0,3.0,4.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 43,2.25,7500.0,3000.0,11.0,11.0,3.0,5.0,West,new property,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
m3m merlin,flats,sector 67,2.98,14557.0,2047.0,3.0,3.0,3.0,0.0,north,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
sobha city,flats,sector 108,2.9,14478.0,2003.0,3.0,4.0,2.0,8.0,east,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf new town heights,flats,sector 90,1.2,6217.0,1930.0,3.0,3.0,3.0,8.0,north-west,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
ild grand,flats,sector 37c,1.2,6593.0,1820.0,3.0,3.0,3.0,7.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
housing board colony,houses,sector 28,2.1,23333.0,900.0,8.0,8.0,3.0,4.0,South-East,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
mian wali,houses,sector 12,1.7,9444.0,1800.0,1.0,1.0,1.0,1.0,Na,old property,unfurnished,low,0.0,1.0,0.0,0.0,0.0
bestech park view residency,flats,sector 2,0.95,6713.0,1415.0,2.0,2.0,3.0,1.0,north-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
ambience creacions,flats,sector 22,2.4,17391.0,1380.0,2.0,2.0,2.0,8.0,south-east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
central park flower valley aqua front towers,flats,sector 33,1.7,9449.0,1799.0,3.0,3.0,3.0,5.0,east,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
bestech park view residency,flats,sector 2,1.55,8072.0,1920.0,3.0,4.0,3.0,4.0,east,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
zara aavaas,flats,sector 104,0.65,8519.0,763.0,3.0,2.0,2.0,7.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 3,3.5,9210.0,3800.0,1.0,1.0,0.0,1.0,Na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
signature global city 63a,flats,sector 63a,1.55,14783.0,1049.0,2.0,2.0,2.0,2.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf the ultima,flats,sector 81,2.26,10761.0,2100.0,3.0,4.0,3.0,17.0,west,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
emaar palm gardens,flats,sector 83,1.48,7789.0,1900.0,3.0,3.0,3.0,7.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
hero homes,houses,sector 104,1.95,21195.0,920.0,3.0,5.0,3.0,2.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
hcbs sports ville,flats,sohna road,0.24,7407.0,324.0,1.0,1.0,2.0,1.0,north,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
vipul tatvam villa,houses,sector 48,8.2,25309.0,3240.0,3.0,3.0,2.0,2.0,North,relative new,fullyfurnished,high,1.0,1.0,0.0,1.0,0.0
vatika the seven lamps,flats,sector 82,1.39,6412.0,2168.0,3.0,3.0,3.0,11.0,east,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
international city by sobha phase 2,houses,sector 109,8.75,24306.0,3600.0,5.0,5.0,3.0,3.0,North-East,new property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
essel towers,flats,sector 14,2.2,12500.0,1760.0,3.0,4.0,3.0,3.0,north-west,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf regal gardens,flats,sector 90,1.3,7150.0,1818.0,3.0,3.0,3.0,7.0,south,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.65,8461.0,1950.0,3.0,4.0,3.0,5.0,south-east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
sare homes,flats,sector 92,0.95,4871.0,1950.0,4.0,3.0,3.0,13.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
puri diplomatic greens,flats,sector 111,3.4,11525.0,2950.0,4.0,5.0,3.0,14.0,east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
umang monsoon breeze,flats,sector 78,0.75,6053.0,1239.0,2.0,2.0,1.0,5.0,east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
the close north,flats,sector 50,3.0,11516.0,2605.0,3.0,3.0,3.0,14.0,north,old property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
ansal,houses,sector 43,1.85,308333.0,60.0,8.0,8.0,3.0,5.0,North-West,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
zara aavaas,flats,sector 104,0.2,6644.0,301.0,1.0,2.0,2.0,3.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m heights,flats,sector 65,1.99,15793.0,1260.0,2.0,2.0,2.0,26.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m merlin,flats,sector 67,2.9,14167.0,2047.0,3.0,3.0,3.0,0.0,west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
ss almeria,flats,sector 84,1.5,7500.0,2000.0,3.0,3.0,3.0,2.0,na,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
kiran residency,flats,sector 56,1.5,7500.0,2000.0,3.0,3.0,3.0,4.0,north,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 28,1.39,11583.0,1200.0,2.0,2.0,1.0,3.0,North-East,old property,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
avl 36 gurgaon,flats,sector 36a,0.75,7500.0,1000.0,2.0,2.0,2.0,5.0,north-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
ss almeria,flats,sector 84,1.48,7400.0,2000.0,3.0,3.0,2.0,1.0,south-west,new property,semifurnished,high,0.0,1.0,1.0,0.0,0.0
independent,houses,sector 14,5.5,16975.0,3240.0,5.0,4.0,2.0,2.0,East,old property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
signature global the millennia,flats,sector 37d,0.65,10906.0,596.0,2.0,2.0,3.0,0.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 39,1.8,21875.0,823.0,1.0,1.0,2.0,3.0,North-East,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
puri diplomatic greens,flats,sector 111,2.65,11963.0,2215.0,3.0,4.0,3.0,19.0,south-east,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
tarc maceo,flats,sector 91,1.4,7407.0,1890.0,3.0,3.0,3.0,7.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m the marina,flats,sector 68,1.0,12500.0,800.0,2.0,2.0,3.0,21.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 17,9.5,23457.0,4050.0,8.0,8.0,3.0,3.0,West,relative new,fullyfurnished,mid,1.0,0.0,0.0,0.0,0.0
eldeco accolade,flats,sohna road,0.96,6571.0,1461.0,2.0,2.0,3.0,14.0,east,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
shri banke bihari society,flats,sector 56,1.35,6750.0,2000.0,3.0,3.0,3.0,5.0,east,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
independent,houses,sector 26,15.0,33333.0,4500.0,4.0,4.0,3.0,3.0,Na,relative new,semifurnished,mid,0.0,1.0,1.0,0.0,0.0
hero homes,flats,dwarka expressway,1.6,7825.0,2045.0,3.0,3.0,3.0,1.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
smart world gems,flats,sector 89,0.88,7978.0,1103.0,2.0,2.0,0.0,2.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
indiabulls enigma,flats,sector 110,4.25,10953.0,3880.0,5.0,5.0,3.0,4.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
tata primanti,flats,sector 72,3.19,12152.0,2625.0,4.0,5.0,3.0,20.0,north,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
emaar digihomes,flats,sector 62,4.25,26562.0,1600.0,3.0,3.0,3.0,8.0,na,under construction,semifurnished,low,1.0,0.0,0.0,0.0,0.0
independent,houses,sector 105,0.6,13333.0,450.0,3.0,3.0,0.0,3.0,Na,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
godrej oasis,flats,sector 88a,1.45,8082.0,1794.0,3.0,3.0,3.0,12.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
mvn athens,flats,sohna road,0.25,5198.0,481.0,2.0,2.0,0.0,0.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf new town heights,flats,sector 90,1.3,6735.0,1930.0,3.0,3.0,3.0,10.0,south,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
m3m skywalk,flats,sector 74,1.5,12500.0,1200.0,2.0,2.0,3.0,17.0,north-east,relative new,unfurnished,high,0.0,0.0,1.0,0.0,0.0
conscient heritage max,flats,sector 102,2.15,10004.0,2149.0,3.0,4.0,3.0,18.0,south,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
independent,houses,sector 41,9.0,27778.0,3240.0,8.0,5.0,3.0,3.0,Na,old property,semifurnished,mid,0.0,1.0,1.0,1.0,0.0
independent,houses,sector 13,2.25,6944.0,3240.0,10.0,10.0,2.0,1.0,East,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
whiteland blissville,flats,sector 76,1.92,11500.0,1670.0,3.0,3.0,2.0,2.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 7,0.27,12000.0,225.0,2.0,2.0,1.0,2.0,North-East,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
pareena coban residences,flats,sector 99a,1.08,6625.0,1630.0,3.0,5.0,3.0,2.0,west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
independent,houses,sohna road road,0.95,8920.0,1065.0,10.0,10.0,3.0,3.0,Na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
emaar gurgaon greens,flats,sector 102,1.54,9333.0,1650.0,3.0,3.0,3.0,12.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
spaze privy at,flats,sector 84,1.35,9642.0,1400.0,3.0,3.0,3.0,7.0,south-east,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
ansal estella,flats,sector 103,1.5,8670.0,1730.0,3.0,3.0,3.0,6.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
unitech the palms,flats,sector 41,2.75,16768.0,1640.0,3.0,3.0,2.0,14.0,na,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
vatika independent floors,flats,sector 82,1.45,8056.0,1800.0,4.0,3.0,0.0,1.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
signature global park,flats,sohna road,0.58,7056.0,822.0,2.0,2.0,2.0,3.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
karmyogi apartment,flats,sector 10a,2.3,6467.0,3557.0,6.0,4.0,2.0,6.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
hcbs sports ville,flats,sohna road,0.29,3970.0,730.0,2.0,2.0,1.0,4.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
vatika lifestyle homes,flats,sector 83,1.1,6267.0,1755.0,3.0,3.0,2.0,8.0,south,relative new,semifurnished,high,1.0,0.0,1.0,1.0,0.0
m3m capital,flats,sector 113,2.87,12489.0,2298.0,4.0,4.0,3.0,3.0,north-east,under construction,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 26,15.0,33200.0,4518.0,5.0,6.0,3.0,3.0,North,relative new,fullyfurnished,mid,1.0,1.0,1.0,1.0,0.0
independent,houses,sohna road road,1.2,22297.0,538.0,4.0,4.0,3.0,4.0,West,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
experion windchants,flats,sector 112,5.6,11551.0,4848.0,4.0,6.0,3.0,8.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
smart world gems,flats,sector 89,1.71,12000.0,1425.0,3.0,2.0,0.0,3.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.78,8855.0,2010.0,4.0,4.0,2.0,10.0,north-east,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
emaar mgf emerald floors premier,flats,sector 65,2.8,14177.0,1975.0,4.0,4.0,3.0,2.0,south,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
park view apartment,flats,sector 56,1.74,7565.0,2300.0,3.0,3.0,3.0,2.0,south,old property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
experion windchants,flats,sector 112,3.4,12134.0,2802.0,3.0,3.0,2.0,14.0,north-east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
huda plots,houses,sector 56,2.95,20359.0,1449.0,2.0,2.0,2.0,1.0,North,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.9,9452.0,2010.0,4.0,4.0,2.0,0.0,south-west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ss,flats,sector 85,2.14,7610.0,2812.0,4.0,4.0,3.0,6.0,north,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
dlf the ultima,flats,sector 81,2.3,10936.0,2103.0,3.0,3.0,3.0,19.0,east,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
independent,houses,sector 55,5.0,44444.0,1125.0,9.0,9.0,3.0,5.0,East,new property,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
sare crescent parc,flats,sector 92,1.0,4778.0,2093.0,4.0,4.0,3.0,9.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
city heights,flats,sector 39,1.75,8750.0,2000.0,3.0,4.0,3.0,3.0,na,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 55,2.8,18667.0,1500.0,4.0,4.0,0.0,2.0,Na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sobha city,flats,sector 108,2.6,15195.0,1711.0,3.0,3.0,2.0,11.0,south,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
chintels paradiso,flats,sector 109,1.97,7490.0,2630.0,4.0,4.0,2.0,11.0,north-east,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
experion the heartsong,flats,sector 108,1.25,9259.0,1350.0,3.0,3.0,3.0,1.0,south-east,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
godrej nature plus,flats,sector 33,1.62,13974.0,1159.0,3.0,4.0,3.0,3.0,north,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 25,6.5,36111.0,1800.0,4.0,3.0,3.0,3.0,Na,relative new,semifurnished,low,1.0,0.0,0.0,1.0,0.0
laxmi apartment sector 99a gurgaon,flats,sector 99a,0.3,4615.0,650.0,2.0,2.0,1.0,4.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
mahindra luminare,flats,sector 59,5.8,19173.0,3025.0,3.0,4.0,3.0,16.0,north-east,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 7,1.15,8518.0,1350.0,5.0,3.0,2.0,2.0,North-East,old property,unfurnished,low,0.0,0.0,0.0,1.0,0.0
emaar palm gardens,flats,sector 83,1.75,9210.0,1900.0,3.0,3.0,3.0,6.0,east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
raheja vanya,flats,sector 99a,0.85,6789.0,1252.0,2.0,2.0,2.0,3.0,west,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
shree krishna homes,houses,sector 104,0.48,50000.0,96.0,2.0,2.0,1.0,1.0,North-East,new property,semifurnished,mid,1.0,0.0,0.0,1.0,1.0
sare homes,flats,sector 92,0.71,5354.0,1326.0,3.0,3.0,3.0,2.0,north-west,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
international city by sobha phase 2,houses,sector 109,6.8,12593.0,5400.0,4.0,5.0,3.0,2.0,North-West,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
emaar gurgaon greens,flats,sector 102,1.35,8181.0,1650.0,3.0,3.0,3.0,9.0,north-east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
brisk lumbini terrace homes,flats,sector 109,1.5,6616.0,2267.0,3.0,3.0,1.0,4.0,north,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
breez global hill view,flats,sohna road,0.35,6315.0,554.0,2.0,2.0,2.0,14.0,west,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m sky lofts,flats,sector 71,1.0,11500.0,870.0,1.0,1.0,1.0,9.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m golfestate,flats,sector 65,6.1,18138.0,3363.0,3.0,3.0,3.0,19.0,north-east,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,0.95,10383.0,915.0,2.0,2.0,2.0,14.0,north-west,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
conscient heritage max,flats,sector 102,2.2,10237.0,2149.0,3.0,4.0,3.0,9.0,south-east,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
godrej aria,flats,sector 79,1.3,8843.0,1470.0,2.0,2.0,2.0,7.0,na,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
uppal southend,houses,sector 49,6.75,31915.0,2115.0,12.0,12.0,3.0,3.0,West,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
silverglades the melia,flats,sohna road,0.78,5777.0,1350.0,2.0,2.0,3.0,9.0,na,under construction,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
pioneer araya,flats,sector 62,9.2,19943.0,4613.0,4.0,6.0,3.0,5.0,south,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.28,10534.0,1215.0,2.0,2.0,3.0,10.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
pareena coban residences,flats,sector 99a,1.35,6761.0,1997.0,3.0,5.0,3.0,6.0,na,new property,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
imperia the esfera,flats,sector 37c,0.95,5703.0,1666.0,2.0,2.0,0.0,17.0,na,under construction,unfurnished,low,0.0,1.0,0.0,0.0,0.0
dnha group housing society,flats,manesar,0.75,4518.0,1660.0,3.0,2.0,2.0,5.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ireo victory valley,flats,sector 67,2.99,11832.0,2527.0,3.0,3.0,3.0,4.0,east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
railway officers rpf society,flats,sector 9a,1.25,6921.0,1806.0,4.0,3.0,3.0,1.0,na,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ild grand,flats,sector 37c,1.35,7142.0,1890.0,3.0,3.0,0.0,1.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 46,5.5,23061.0,2385.0,8.0,8.0,3.0,3.0,Na,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,1.0
godrej nature plus,flats,sector 33,1.65,8266.0,1996.0,3.0,3.0,3.0,2.0,na,under construction,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.4,8840.0,1584.0,3.0,3.0,2.0,1.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf regal gardens,flats,sector 90,1.23,7052.0,1744.0,3.0,3.0,2.0,19.0,north,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
m3m merlin,flats,sector 67,3.4,14418.0,2358.0,3.0,4.0,3.0,16.0,north-west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.38,8972.0,1538.0,3.0,3.0,1.0,12.0,east,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
sare crescent parc,flats,sector 92,0.95,5013.0,1895.0,4.0,5.0,3.0,13.0,north,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sunischit apartments,flats,sector 54,1.75,7954.0,2200.0,3.0,3.0,3.0,6.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
la vida by tata housing,flats,sector 113,2.78,10334.0,2690.0,3.0,4.0,3.0,5.0,north-east,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.8,9230.0,1950.0,3.0,5.0,3.0,0.0,na,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
central park flower valley,flats,sector 33,2.15,13522.0,1590.0,3.0,3.0,3.0,1.0,na,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf the ultima,flats,sector 81,2.25,10553.0,2132.0,3.0,3.0,3.0,6.0,east,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 50,10.45,38703.0,2700.0,4.0,5.0,2.0,3.0,North,relative new,semifurnished,high,1.0,1.0,0.0,1.0,0.0
independent,houses,sector 7,1.55,13889.0,1116.0,2.0,2.0,2.0,1.0,East,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,0.82,6002.0,1366.0,2.0,2.0,3.0,7.0,north-east,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 55,9.19,34037.0,2700.0,16.0,18.0,2.0,4.0,West,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
m3m heights,flats,sector 65,2.0,13957.0,1433.0,2.0,2.0,2.0,32.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
emaar digihomes,flats,sector 62,2.1,14254.0,1473.0,2.0,2.0,2.0,30.0,north,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
sare homes,flats,sector 92,0.8,4694.0,1704.0,4.0,4.0,3.0,1.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
sare crescent parc,flats,sector 92,0.5,5000.0,1000.0,2.0,2.0,3.0,2.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
tata gurgaon gateway,flats,sector 113,2.45,10786.0,2271.0,3.0,3.0,3.0,8.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
breez global hill view,flats,sohna road,0.35,5319.0,658.0,2.0,2.0,2.0,18.0,na,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
dlf carlton estate,flats,sector 43,2.0,14214.0,1407.0,3.0,3.0,2.0,5.0,south-west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
elevate,flats,sector 50,6.75,19882.0,3395.0,4.0,4.0,0.0,10.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
emaar mgf emerald floors premier,flats,sector 65,2.35,14242.0,1650.0,3.0,3.0,2.0,4.0,east,relative new,unfurnished,high,1.0,1.0,0.0,0.0,0.0
ramprastha the edge towers,flats,sector 37d,0.8,8888.0,900.0,2.0,2.0,3.0,10.0,south-east,relative new,unfurnished,high,0.0,0.0,0.0,0.0,1.0
ireo the corridors,flats,sector 67a,1.4,9433.0,1484.0,2.0,2.0,2.0,8.0,north,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
independent,houses,sector 21,0.6,6173.0,972.0,8.0,3.0,2.0,3.0,Na,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
pareena laxmi apartments,flats,sector 99a,0.32,6106.0,524.0,2.0,2.0,2.0,2.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m heights,flats,sector 65,2.65,18492.0,1433.0,2.0,2.0,3.0,4.0,north-east,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
international city by sobha phase 1,houses,sector 109,6.3,9000.0,7000.0,4.0,5.0,3.0,2.0,West,relative new,fullyfurnished,high,0.0,0.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.64,8384.0,1956.0,3.0,5.0,3.0,3.0,north,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
unitech uniworld gardens,flats,sector 47,1.05,10531.0,997.0,2.0,2.0,2.0,3.0,north-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
experion windchants,flats,sector 112,3.75,13383.0,2802.0,3.0,5.0,3.0,22.0,south-west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
dlf the skycourt,flats,sector 86,1.58,8190.0,1929.0,3.0,3.0,1.0,16.0,north,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
ardee city,flats,sector 52,1.55,7381.0,2100.0,4.0,4.0,3.0,1.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ats tourmaline,flats,sector 109,1.75,10000.0,1750.0,3.0,3.0,3.0,4.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
experion windchants,flats,sector 112,3.75,13383.0,2802.0,3.0,3.0,2.0,21.0,west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
avl 36 gurgaon,flats,sector 36a,0.36,8990.0,400.0,1.0,1.0,1.0,7.0,west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
indiabulls centrum park,flats,sector 103,1.35,7541.0,1790.0,3.0,3.0,3.0,3.0,north-east,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
eldeco accolade,flats,sohna road,0.78,5422.0,1439.0,2.0,2.0,2.0,7.0,north,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
unitech palms south city 1,houses,sector 41,9.35,28858.0,3240.0,10.0,10.0,3.0,4.0,North-East,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
