property_type,sector,price,area,bedRoom,bathroom,balcony,floor,agePossession,furnish,features,study room,servant room,store room,pooja room,others
houses,sector 28,8.4,2430.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,high,0.0,1.0,1.0,1.0,0.0
flats,sector 70,1.63,1950.0,3.0,5.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 4,0.36,950.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 49,2.75,154.0,3.0,3.0,1.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 95,0.37,644.0,3.0,2.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 104,2.55,1950.0,4.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 37c,1.1,2035.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 92,0.8,1523.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
houses,sector 45,17.0,4500.0,5.0,8.0,3.0,Mid Floor,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 30,1.3,1300.0,3.0,3.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 79,0.9,1295.0,2.0,2.0,0.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.25,380.0,1.0,1.0,1.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 73,17.0,4842.0,5.0,8.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
houses,sector 111,9.0,8000.0,5.0,5.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 7,2.25,1440.0,3.0,3.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 108,3.95,2343.0,3.0,4.0,2.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 105,0.42,750.0,3.0,2.0,1.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 69,1.28,1578.0,3.0,3.0,2.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 89,1.55,1550.0,3.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sohna road,0.24,340.0,1.0,1.0,1.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 12,0.7,1160.0,3.0,3.0,0.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 33,1.3,1210.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,low,1.0,0.0,0.0,0.0,0.0
flats,sector 33,1.1,1275.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 86,0.87,1621.0,2.0,2.0,1.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 83,1.8,1500.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 65,5.0,3000.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 43,2.5,1850.0,3.0,2.0,3.0,Mid Floor,old property,unfurnished,low,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.26,482.0,2.0,2.0,1.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 52,1.76,2430.0,4.0,4.0,3.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.95,2235.0,4.0,3.0,2.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 104,2.0,2290.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 103,1.34,1790.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 82,1.22,1700.0,3.0,5.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 85,1.05,990.0,2.0,2.0,1.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 70a,4.02,5500.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 108,0.9,1283.0,2.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 69,1.95,2010.0,4.0,4.0,2.0,Low Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 26,4.45,1265.0,4.0,4.0,3.0,Mid Floor,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 86,1.59,1929.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
houses,sector 10a,1.7,900.0,2.0,1.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 105,0.74,1000.0,3.0,3.0,0.0,Low Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 6,0.38,850.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 62,3.95,2588.0,3.0,3.0,3.0,High Floor,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 37d,2.08,2080.0,4.0,4.0,3.0,Low Floor,new property,semifurnished,high,1.0,1.0,0.0,1.0,0.0
flats,sector 95,0.45,569.0,2.0,2.0,2.0,Low Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 91,1.8,2320.0,3.0,3.0,3.0,Low Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 83,0.85,950.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
houses,sector 40,12.0,3078.0,16.0,16.0,3.0,Mid Floor,new property,fullyfurnished,low,1.0,1.0,1.0,1.0,0.0
flats,sector 81,2.35,2660.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 25,10.55,2700.0,5.0,6.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 33,1.07,1385.0,2.0,2.0,2.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 74,1.54,1424.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,1.0
flats,sohna road,0.28,743.0,2.0,2.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 14,6.46,3420.0,5.0,5.0,2.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
houses,sector 45,4.49,1836.0,9.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 91,0.96,1774.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 89,0.97,1103.0,2.0,2.0,3.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 66,2.1,1700.0,3.0,4.0,2.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 89,1.32,780.0,3.0,3.0,3.0,Low Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 71,1.0,1485.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 79,0.95,1530.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 83,0.87,1245.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 56,12.39,2700.0,16.0,18.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 86,2.2,1913.0,3.0,3.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 82a,2.85,2606.0,4.0,4.0,3.0,Low Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 108,1.7,3000.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 31,4.6,1460.0,6.0,4.0,3.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 37d,1.78,2191.0,4.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 88a,1.0,1450.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 106,1.35,1510.0,4.0,3.0,3.0,High Floor,old property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 79,1.95,2289.0,3.0,4.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 70a,2.5,2350.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
flats,sector 90,1.9,2727.0,4.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
flats,sector 85,1.25,1148.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 85,2.09,2812.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 4,0.32,950.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 37d,1.75,2191.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
houses,sohna road road,0.5,900.0,2.0,1.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 83,1.05,1225.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 33,1.31,820.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 74,2.7,2018.0,3.0,3.0,3.0,High Floor,new property,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
houses,sector 26,4.5,1350.0,3.0,3.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 56,1.35,1400.0,3.0,3.0,3.0,Mid Floor,old property,semifurnished,high,0.0,0.0,0.0,0.0,1.0
flats,sector 61,1.55,1150.0,2.0,2.0,1.0,Mid Floor,under construction,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 43,5.25,2575.0,4.0,4.0,3.0,Mid Floor,old property,semifurnished,high,0.0,1.0,0.0,1.0,1.0
houses,sector 50,6.5,3000.0,5.0,6.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 90,0.64,1300.0,2.0,2.0,3.0,Mid Floor,old property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 70a,2.52,2350.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,new sector 2,0.34,270.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 68,0.8,1180.0,2.0,2.0,3.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37c,0.35,925.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 112,5.6,4857.0,4.0,6.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 111,3.7,2950.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 90,0.7,1352.0,2.0,3.0,2.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 65,2.01,1489.0,2.0,2.0,3.0,Mid Floor,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 89,0.8,1660.0,2.0,3.0,3.0,Mid Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
flats,sector 86,0.78,1360.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 83,1.25,1980.0,3.0,3.0,2.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 113,1.85,1579.0,3.0,2.0,2.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 66,18.0,3240.0,4.0,4.0,3.0,Mid Floor,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,manesar,0.5,1300.0,2.0,2.0,0.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 50,5.88,2160.0,9.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,high,1.0,1.0,0.0,1.0,1.0
flats,manesar,1.25,2651.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 37,5.15,2464.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 108,1.55,2003.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 79,0.8,1519.0,2.0,2.0,2.0,High Floor,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 82a,2.6,2273.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 39,2.0,2400.0,3.0,3.0,3.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 24,2.75,3587.0,7.0,7.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 113,2.0,1806.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 72,5.0,4400.0,4.0,4.0,3.0,Low Floor,new property,semifurnished,high,1.0,1.0,1.0,0.0,0.0
flats,sohna road,0.95,1210.0,3.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 4,0.8,675.0,5.0,3.0,1.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.65,2215.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 66,8.8,2115.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,1.0,1.0,0.0
flats,sector 72,4.1,2987.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 95,0.56,1364.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 37c,1.25,1400.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 84,0.39,600.0,2.0,2.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 6,0.5,360.0,5.0,3.0,3.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 26,17.0,4518.0,5.0,6.0,3.0,Low Floor,old property,semifurnished,mid,0.0,1.0,1.0,1.0,0.0
flats,sector 48,1.8,1756.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.25,357.0,1.0,1.0,1.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 110,1.4,1450.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 49,1.9,1805.0,3.0,3.0,3.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 74,1.6,1406.0,2.0,2.0,2.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 81,3.46,2872.0,4.0,4.0,3.0,Mid Floor,new property,fullyfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 65,3.0,1667.0,3.0,3.0,3.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.65,2215.0,4.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 106,0.88,1385.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.56,1184.0,3.0,1.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 56,3.4,1530.0,6.0,6.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 79,1.1,958.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 82,5.0,3240.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,1.0,1.0,0.0
flats,sector 85,1.73,2560.0,4.0,5.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
houses,sector 82a,3.85,5133.0,5.0,6.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.8,1950.0,3.0,3.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 109,2.2,2195.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 90,0.96,1875.0,3.0,4.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 90,1.79,2215.0,4.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 60,2.65,2019.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 88b,1.1,1350.0,2.0,4.0,3.0,Low Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.68,824.0,2.0,2.0,2.0,Mid Floor,new property,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 57,5.5,6123.0,5.0,6.0,3.0,High Floor,relative new,fullyfurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 70,1.6,1950.0,3.0,5.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.56,822.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 10a,4.25,2367.0,4.0,3.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.27,576.0,2.0,2.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 67,2.8,2048.0,3.0,3.0,3.0,Low Floor,relative new,fullyfurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 95,0.6,1076.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 102,0.48,532.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sohna road,0.9,1120.0,3.0,2.0,2.0,Low Floor,under construction,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.1,2265.0,3.0,3.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 3,0.55,950.0,2.0,2.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 70a,1.6,1848.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,1.0
flats,sohna road,0.4,598.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 77,1.79,2025.0,3.0,3.0,3.0,Low Floor,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 84,2.28,2600.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 55,1.9,1800.0,4.0,3.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 86,1.4,2356.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 4,0.39,950.0,2.0,2.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 46,3.6,1449.0,5.0,5.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 71,1.25,1743.0,3.0,4.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 37d,1.1,1118.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 83,1.15,1980.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 113,6.0,6565.0,5.0,6.0,3.0,High Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 7,0.66,550.0,3.0,1.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 105,1.2,900.0,7.0,4.0,1.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 79,1.45,1945.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 83,0.4,468.0,1.0,1.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 70a,2.4,2150.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 25,10.85,2844.0,6.0,6.0,1.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
houses,sector 12,2.75,2228.0,6.0,6.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 89,1.1,1550.0,3.0,2.0,3.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 48,4.95,2403.0,7.0,7.0,3.0,Low Floor,old property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
houses,sector 4,0.55,807.0,2.0,1.0,1.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,2.61,2598.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,low,1.0,1.0,0.0,0.0,0.0
houses,sector 54,3.75,160.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 65,2.15,1433.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 50,6.0,4889.0,4.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 65,2.35,1650.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
houses,sector 4,2.35,1440.0,4.0,4.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 83,1.38,1720.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
houses,sector 14,7.5,4518.0,3.0,3.0,2.0,Low Floor,old property,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 48,2.5,1950.0,4.0,5.0,3.0,Low Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 9a,1.25,1806.0,4.0,3.0,3.0,Low Floor,old property,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.27,458.0,2.0,2.0,1.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 14,2.75,2200.0,4.0,5.0,3.0,Mid Floor,old property,fullyfurnished,high,1.0,1.0,0.0,0.0,0.0
houses,sector 12,0.7,1700.0,4.0,4.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 104,1.35,2700.0,4.0,5.0,3.0,Low Floor,relative new,unfurnished,high,1.0,1.0,1.0,1.0,0.0
houses,sector 48,8.5,4000.0,4.0,5.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
flats,sector 72,3.5,3063.0,4.0,5.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 56,2.05,2600.0,4.0,4.0,3.0,Mid Floor,old property,semifurnished,high,0.0,0.0,1.0,0.0,0.0
houses,sector 14,4.15,2250.0,5.0,4.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 37d,2.5,1900.0,5.0,5.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 103,0.9,1350.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,new sector 2,0.22,500.0,2.0,2.0,1.0,Low Floor,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 99,0.95,1450.0,2.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
houses,sector 22,4.75,2367.0,7.0,5.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,0.0,0.0,1.0,1.0
flats,sector 2,0.56,655.0,1.0,1.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 103,3.15,4700.0,4.0,5.0,0.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 99,3.2,3225.0,4.0,4.0,0.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 25,6.5,1800.0,5.0,5.0,3.0,Mid Floor,old property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sohna road,0.36,602.0,2.0,2.0,1.0,Low Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 49,1.69,1960.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
flats,new,0.38,690.0,2.0,2.0,1.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
